timestamp,nao,ao,pna,mjo80e,mjo70e,mjo40w,mjo20e,mjo160e,mjo140e,mjo120w,mjo120e,mjo10w,mjo100e,nino4,nino3,nino34
1983-05-11,-0.13,-1.023,0.149,0.05,-0.83,-0.44,-1.15,0.99,1.1,0.5,0.84,-1.06,0.89,0.5796775,1.53965,0.9451235
1983-05-12,-0.299,-0.91,0.404,-0.04,-0.96,-0.37,-1.25,1.12,1.18,0.63,0.84,-1.09,0.89,0.4852305,1.385698,0.7389358
1983-05-13,0.073,-0.144,0.619,-0.13,-1.09,-0.31,-1.35,1.25,1.26,0.76,0.85,-1.13,0.9,0.4662622,1.294477,0.6727389
1983-05-14,0.357,0.266,0.478,-0.14,-0.98,-0.26,-1.2,1.12,1.12,0.69,0.75,-0.99,0.78,0.5453657,1.317073,0.7048114
1983-05-15,-0.004,-0.599,0.363,-0.15,-0.87,-0.21,-1.04,0.98,0.98,0.62,0.65,-0.85,0.66,0.6174004,1.449693,0.7555439
1983-05-16,-0.273,-1.487,0.551,-0.15,-0.75,-0.15,-0.89,0.85,0.83,0.55,0.54,-0.72,0.55,0.5647616,1.556945,0.7983686
1983-05-17,0.05,-1.602,0.471,-0.16,-0.64,-0.1,-0.73,0.71,0.69,0.48,0.44,-0.58,0.43,0.4396705,1.609443,0.8759174
1983-05-18,0.169,-0.828,0.057,-0.17,-0.53,-0.05,-0.58,0.58,0.55,0.41,0.34,-0.44,0.31,0.3895409,1.566574,0.8222196
1983-05-19,-0.081,-0.435,-0.241,0.01,-0.32,-0.17,-0.44,0.39,0.43,0.2,0.34,-0.4,0.34,0.3159669,1.586579,0.771303
1983-05-20,0.24,0.177,-0.839,0.19,-0.11,-0.29,-0.29,0.2,0.31,-0.02,0.33,-0.37,0.38,0.2797769,1.666852,0.7735225
1983-05-21,0.2,0.656,-1.105,0.38,0.1,-0.4,-0.15,0.0,0.2,-0.23,0.33,-0.33,0.41,0.2874883,1.665809,0.8294123
1983-05-22,-0.11,0.152,-1.072,0.56,0.31,-0.52,-0.0,-0.19,0.08,-0.45,0.32,-0.3,0.45,0.2380731,1.583978,0.7709084
1983-05-23,-0.195,-0.361,-0.941,0.74,0.52,-0.64,0.14,-0.38,-0.04,-0.66,0.32,-0.26,0.48,0.1981177,1.648267,0.7042897
1983-05-24,-0.305,-0.798,-0.948,0.69,0.24,-0.72,-0.2,-0.06,0.28,-0.47,0.54,-0.54,0.69,0.2919826,1.565734,0.5859701
1983-05-25,-0.426,-1.099,-1.253,0.64,-0.05,-0.79,-0.54,0.26,0.6,-0.27,0.76,-0.83,0.9,0.2593836,1.509942,0.5106608
1983-05-26,-0.455,-1.286,-1.027,0.58,-0.33,-0.87,-0.89,0.57,0.92,-0.08,0.99,-1.11,1.12,0.3041395,1.515021,0.5413907
1983-05-27,-0.466,-1.573,-0.27,0.53,-0.62,-0.94,-1.23,0.89,1.24,0.12,1.21,-1.4,1.33,0.2955362,1.669248,0.7500486
1983-05-28,-0.895,-2.083,0.403,0.48,-0.9,-1.02,-1.57,1.21,1.56,0.31,1.43,-1.68,1.54,0.3665779,1.683221,0.948272
1983-05-29,-1.401,-2.471,1.173,0.34,-1.04,-0.93,-1.65,1.33,1.64,0.45,1.45,-1.68,1.5,0.3025697,1.7637,1.027279
1983-05-30,-1.523,-2.255,1.571,0.2,-1.17,-0.84,-1.73,1.45,1.72,0.59,1.46,-1.69,1.46,0.2944487,1.788466,1.015431
1983-05-31,-1.482,-1.952,1.689,0.07,-1.31,-0.75,-1.81,1.58,1.79,0.74,1.48,-1.69,1.41,0.3660843,1.820771,0.9811312
1983-06-01,-1.555,-1.771,1.745,-0.07,-1.44,-0.66,-1.89,1.7,1.87,0.88,1.49,-1.7,1.37,0.414626,1.99625,1.238801
1983-06-02,-1.304,-1.521,1.504,-0.21,-1.58,-0.57,-1.97,1.82,1.95,1.02,1.51,-1.7,1.33,0.5213562,2.045075,1.239172
1983-06-03,-0.797,-0.985,1.403,-0.17,-1.43,-0.53,-1.79,1.65,1.77,0.92,1.37,-1.55,1.23,0.6139537,1.969071,1.131712
1983-06-04,-0.048,-0.177,1.441,-0.13,-1.28,-0.48,-1.61,1.49,1.6,0.82,1.24,-1.4,1.12,0.622609,1.920307,0.9841011
1983-06-05,0.463,0.063,1.356,-0.1,-1.13,-0.44,-1.44,1.32,1.42,0.73,1.1,-1.26,1.02,0.5036588,1.858337,0.865976
1983-06-06,0.718,-0.06,1.546,-0.06,-0.98,-0.39,-1.26,1.16,1.25,0.63,0.97,-1.11,0.91,0.4750929,1.838286,0.9017172
1983-06-07,0.899,-0.188,1.618,-0.02,-0.83,-0.35,-1.08,0.99,1.07,0.53,0.83,-0.96,0.81,0.5143738,1.798113,0.8801147
1983-06-08,1.044,0.145,1.405,-0.27,-0.9,-0.09,-0.99,1.0,0.95,0.69,0.62,-0.76,0.54,0.5088109,1.762486,0.8583656
1983-06-09,1.454,1.518,0.811,-0.51,-0.97,0.17,-0.91,1.0,0.83,0.85,0.4,-0.55,0.28,0.4090778,1.746505,0.8788772
1983-06-10,1.677,2.569,0.252,-0.76,-1.04,0.43,-0.82,1.01,0.72,1.0,0.19,-0.35,0.01,0.2659127,1.76825,0.8803527
1983-06-11,1.529,2.669,0.187,-1.0,-1.11,0.69,-0.74,1.01,0.6,1.16,-0.03,-0.14,-0.25,0.1795342,1.785817,0.8974208
1983-06-12,1.618,2.255,0.5,-1.25,-1.18,0.95,-0.65,1.02,0.48,1.32,-0.24,0.06,-0.52,0.1620948,1.841336,0.9918987
1983-06-13,1.577,1.412,0.892,-1.13,-0.9,0.94,-0.36,0.72,0.21,1.09,-0.4,0.26,-0.64,0.1424176,1.942337,1.014942
1983-06-14,0.976,0.358,0.792,-1.01,-0.62,0.94,-0.07,0.42,-0.06,0.86,-0.57,0.46,-0.76,0.0800825,1.920041,0.9245931
1983-06-15,0.311,-0.199,1.111,-0.88,-0.33,0.93,0.22,0.12,-0.34,0.64,-0.73,0.67,-0.88,-0.05083943,1.901711,0.8132325
1983-06-16,-0.003,-0.405,1.423,-0.76,-0.05,0.93,0.51,-0.18,-0.61,0.41,-0.9,0.87,-1.0,-0.09568167,1.922795,0.779684
1983-06-17,-0.057,-0.261,1.351,-0.64,0.23,0.92,0.8,-0.48,-0.88,0.18,-1.06,1.07,-1.12,-0.06505231,1.753409,0.5971259
1983-06-18,-0.161,-0.112,1.142,-0.47,0.34,0.77,0.83,-0.57,-0.89,0.03,-1.0,1.01,-1.01,-0.01222405,1.550804,0.4076164
1983-06-19,-0.536,-0.191,0.598,-0.3,0.46,0.63,0.85,-0.65,-0.91,-0.12,-0.93,0.95,-0.89,0.02356889,1.50406,0.3678341
1983-06-20,-0.638,-0.407,0.185,-0.13,0.57,0.48,0.88,-0.74,-0.92,-0.26,-0.87,0.88,-0.78,0.1064609,1.548463,0.39902
1983-06-21,-0.103,-0.124,-0.039,0.04,0.69,0.34,0.9,-0.82,-0.94,-0.41,-0.8,0.82,-0.66,0.1959494,1.487123,0.3409511
1983-06-22,0.576,0.58,0.1,0.21,0.8,0.19,0.93,-0.91,-0.95,-0.56,-0.74,0.76,-0.55,0.0597783,1.442752,0.3116724
1983-06-23,1.098,1.02,0.106,0.33,0.7,-0.02,0.71,-0.75,-0.7,-0.57,-0.46,0.49,-0.28,-0.1705721,1.38267,0.2045579
1983-06-24,1.131,0.918,0.358,0.45,0.61,-0.22,0.49,-0.59,-0.45,-0.57,-0.19,0.22,-0.01,-0.2017656,1.436501,0.1487241
1983-06-25,0.784,0.353,0.845,0.58,0.51,-0.43,0.26,-0.44,-0.21,-0.58,0.09,-0.05,0.26,-0.1462249,1.421829,0.1254168
1983-06-26,0.757,0.436,1.356,0.7,0.42,-0.63,0.04,-0.28,0.04,-0.58,0.36,-0.32,0.53,-0.1051272,1.411891,0.03241701
1983-06-27,0.874,0.529,1.972,0.82,0.32,-0.84,-0.18,-0.12,0.29,-0.59,0.64,-0.59,0.8,-0.118019,1.360956,-0.03963193
1983-06-28,0.949,0.478,2.225,0.87,0.36,-0.9,-0.18,-0.14,0.3,-0.65,0.7,-0.62,0.83,-0.01320052,1.428004,0.1685597
1983-06-29,0.836,0.213,1.787,0.92,0.39,-0.96,-0.17,-0.17,0.32,-0.7,0.75,-0.65,0.87,0.07401832,1.526484,0.426156
1983-06-30,0.838,-0.076,1.299,0.98,0.43,-1.03,-0.17,-0.19,0.33,-0.76,0.81,-0.69,0.9,0.08890417,1.4778,0.5112533
1983-07-01,1.104,0.051,1.301,1.03,0.46,-1.09,-0.16,-0.22,0.35,-0.81,0.86,-0.72,0.94,0.09700368,1.280372,0.4098254
1983-07-02,1.041,0.47,1.791,1.08,0.5,-1.15,-0.16,-0.24,0.36,-0.87,0.92,-0.75,0.97,0.01119623,1.012245,0.124623
1983-07-03,0.939,0.959,1.885,0.76,0.24,-0.86,-0.26,-0.04,0.4,-0.55,0.77,-0.66,0.79,-0.1427937,0.8706625,-0.1531968
1983-07-04,1.039,0.897,1.731,0.43,-0.02,-0.57,-0.35,0.16,0.44,-0.22,0.63,-0.57,0.61,-0.1992068,0.8599253,-0.3013787
1983-07-05,0.975,0.59,1.331,0.11,-0.27,-0.28,-0.45,0.37,0.49,0.1,0.48,-0.47,0.42,-0.2201848,0.8748032,-0.3081296
1983-07-06,1.111,0.276,1.036,-0.22,-0.53,0.01,-0.54,0.57,0.53,0.43,0.34,-0.38,0.24,-0.03667032,0.9626885,-0.1116913
1983-07-07,1.381,0.416,1.061,-0.54,-0.79,0.3,-0.64,0.77,0.57,0.75,0.19,-0.29,0.06,-0.06538503,1.040298,0.001256213
1983-07-08,1.532,0.399,1.377,-0.62,-0.75,0.43,-0.52,0.7,0.44,0.77,0.02,-0.13,-0.09,-0.08750106,1.06303,0.06239496
1983-07-09,1.096,-0.012,0.928,-0.71,-0.71,0.56,-0.4,0.63,0.3,0.8,-0.14,0.02,-0.25,-0.07093131,1.03058,0.05901074
1983-07-10,0.122,-0.519,-0.241,-0.79,-0.67,0.7,-0.29,0.55,0.17,0.82,-0.31,0.18,-0.4,0.07262245,0.9318398,0.04075224
1983-07-11,-0.36,-0.642,-0.786,-0.88,-0.63,0.83,-0.17,0.48,0.03,0.85,-0.47,0.33,-0.56,0.08020955,0.8810732,0.0197603
1983-07-12,-0.439,-0.274,-0.941,-0.96,-0.59,0.96,-0.05,0.41,-0.1,0.87,-0.64,0.49,-0.71,0.02803049,0.8862391,0.02652234
1983-07-13,-0.599,0.294,-0.843,-0.77,-0.45,0.8,0.0,0.3,-0.13,0.7,-0.58,0.44,-0.6,-0.1241689,0.8841229,0.004372536
1983-07-14,-1.197,0.225,-1.284,-0.59,-0.3,0.65,0.05,0.18,-0.16,0.52,-0.52,0.39,-0.5,-0.1721307,0.7629166,-0.1962387
1983-07-15,-1.489,-0.011,-1.563,-0.4,-0.16,0.49,0.11,0.07,-0.2,0.35,-0.45,0.35,-0.39,-0.08185679,0.6423672,-0.3243237
1983-07-16,-1.477,-0.388,-1.477,-0.22,-0.01,0.34,0.16,-0.05,-0.23,0.17,-0.39,0.3,-0.29,0.114051,0.5238835,-0.4602067
1983-07-17,-1.223,-0.481,-1.227,-0.03,0.13,0.18,0.21,-0.16,-0.26,0.0,-0.33,0.25,-0.18,0.1062647,0.5764313,-0.5551377
1983-07-18,-0.517,-0.12,-0.313,0.01,0.07,0.09,0.09,-0.08,-0.14,0.01,-0.2,0.12,-0.07,0.09602952,0.6361141,-0.5358062
1983-07-19,0.37,0.479,0.581,0.05,0.0,0.0,-0.02,0.01,-0.01,0.02,-0.07,-0.01,0.05,0.04863264,0.6852012,-0.4154771
1983-07-20,1.027,0.924,0.971,0.08,-0.06,-0.09,-0.14,0.09,0.11,0.02,0.07,-0.15,0.16,-0.0908814,0.8061751,-0.3756296
1983-07-21,1.162,0.601,0.727,0.12,-0.13,-0.18,-0.25,0.18,0.24,0.03,0.2,-0.28,0.28,-0.1172838,0.8638827,-0.2981804
1983-07-22,1.228,-0.234,0.33,0.16,-0.19,-0.27,-0.37,0.26,0.36,0.04,0.33,-0.41,0.39,-0.08031129,0.7921023,-0.28343
1983-07-23,1.332,-0.802,0.522,0.11,-0.2,-0.23,-0.35,0.25,0.34,0.06,0.31,-0.37,0.34,-0.0745057,0.6653915,-0.367008
1983-07-24,1.186,-0.887,1.152,0.07,-0.21,-0.19,-0.33,0.25,0.32,0.08,0.28,-0.33,0.29,0.01806583,0.565145,-0.4192105
1983-07-25,1.218,-0.478,1.064,0.02,-0.21,-0.15,-0.3,0.24,0.29,0.09,0.26,-0.3,0.24,-0.01881508,0.5747114,-0.4167432
1983-07-26,0.826,-0.261,0.674,-0.02,-0.22,-0.11,-0.28,0.24,0.27,0.11,0.23,-0.26,0.19,-0.2019735,0.5891103,-0.3988749
1983-07-27,0.684,-0.141,0.654,-0.07,-0.23,-0.07,-0.26,0.23,0.25,0.13,0.21,-0.22,0.14,-0.394677,0.668201,-0.441472
1983-07-28,1.385,0.477,1.196,-0.2,-0.29,0.08,-0.24,0.27,0.22,0.25,0.1,-0.12,0.02,-0.508975,0.7716159,-0.4288726
1983-07-29,1.764,0.837,1.465,-0.33,-0.35,0.23,-0.22,0.32,0.18,0.37,-0.02,-0.03,-0.1,-0.4404928,0.7849492,-0.4204663
1983-07-30,1.501,0.629,1.334,-0.47,-0.42,0.39,-0.21,0.36,0.15,0.5,-0.13,0.07,-0.22,-0.3410072,0.8003932,-0.4059075
1983-07-31,1.032,0.626,1.094,-0.6,-0.48,0.54,-0.19,0.41,0.11,0.62,-0.25,0.16,-0.34,-0.3200113,0.76451,-0.4339651
1983-08-01,1.007,1.016,1.099,-0.73,-0.54,0.69,-0.17,0.45,0.08,0.74,-0.36,0.26,-0.46,-0.1324354,0.7665519,-0.4051547
1983-08-02,1.439,1.26,1.008,-0.91,-0.57,0.9,-0.07,0.43,-0.04,0.84,-0.54,0.45,-0.68,0.03771742,0.7190433,-0.3815889
1983-08-03,1.844,1.426,0.742,-1.1,-0.6,1.11,0.03,0.4,-0.16,0.95,-0.72,0.64,-0.9,0.07060666,0.6254196,-0.4849455
1983-08-04,2.016,1.482,0.298,-1.28,-0.63,1.32,0.13,0.38,-0.28,1.05,-0.9,0.82,-1.11,0.006029402,0.6056424,-0.6051679
1983-08-05,1.964,1.537,0.135,-1.47,-0.66,1.53,0.23,0.35,-0.4,1.16,-1.08,1.01,-1.33,-0.05143995,0.6064716,-0.6084371
1983-08-06,1.844,1.234,0.48,-1.65,-0.69,1.74,0.33,0.33,-0.52,1.26,-1.26,1.2,-1.55,-0.1398656,0.6003296,-0.604494
1983-08-07,1.848,0.84,0.443,-1.4,-0.32,1.61,0.63,-0.03,-0.79,0.91,-1.35,1.34,-1.58,-0.301293,0.5401503,-0.7502591
1983-08-08,1.651,0.798,0.313,-1.14,0.04,1.47,0.93,-0.39,-1.06,0.57,-1.44,1.48,-1.6,-0.3319555,0.6137821,-0.7201254
1983-08-09,1.196,1.12,0.285,-0.89,0.41,1.34,1.23,-0.76,-1.32,0.22,-1.54,1.61,-1.63,-0.1988568,0.6342254,-0.5984988
1983-08-10,0.68,1.362,0.541,-0.63,0.77,1.2,1.53,-1.12,-1.59,-0.12,-1.63,1.75,-1.65,-0.1571417,0.755277,-0.4147049
1983-08-11,-0.149,1.222,0.741,-0.38,1.14,1.07,1.83,-1.48,-1.86,-0.47,-1.72,1.89,-1.68,-0.2118005,0.7945777,-0.3628036
1983-08-12,-0.409,1.137,0.818,-0.16,1.19,0.82,1.73,-1.47,-1.73,-0.61,-1.52,1.68,-1.43,-0.1378678,0.7227998,-0.3079919
1983-08-13,-0.212,1.031,0.677,0.07,1.24,0.57,1.62,-1.45,-1.61,-0.74,-1.31,1.47,-1.18,0.07296976,0.6985053,-0.143289
1983-08-14,0.428,1.339,0.599,0.29,1.29,0.33,1.52,-1.44,-1.48,-0.88,-1.11,1.25,-0.92,0.1063783,0.6776067,-0.03259517
1983-08-15,0.84,1.939,0.293,0.52,1.34,0.08,1.41,-1.42,-1.36,-1.01,-0.9,1.04,-0.67,-0.0335717,0.6419234,-0.01278296
1983-08-16,0.735,2.425,0.191,0.74,1.39,-0.17,1.31,-1.41,-1.23,-1.15,-0.7,0.83,-0.42,-0.1606229,0.6038045,-0.06100875
1983-08-17,0.81,2.33,0.026,0.7,1.2,-0.21,1.09,-1.2,-1.01,-1.02,-0.54,0.65,-0.28,-0.2556531,0.5581036,-0.08923408
1983-08-18,0.914,1.981,-0.027,0.66,1.01,-0.26,0.87,-0.99,-0.79,-0.89,-0.38,0.47,-0.15,-0.3781784,0.5731497,-0.1880336
1983-08-19,0.472,1.512,-0.064,0.61,0.83,-0.3,0.65,-0.77,-0.57,-0.75,-0.21,0.29,-0.01,-0.4043075,0.602993,-0.1910961
1983-08-20,0.133,0.647,0.042,0.57,0.64,-0.35,0.43,-0.56,-0.35,-0.62,-0.05,0.11,0.12,-0.3948018,0.5752786,-0.2028279
1983-08-21,0.041,-0.118,0.327,0.53,0.45,-0.39,0.21,-0.35,-0.13,-0.49,0.11,-0.07,0.26,-0.3908008,0.6201854,-0.3288655
1983-08-22,0.086,-0.136,0.782,0.46,0.39,-0.33,0.18,-0.3,-0.12,-0.42,0.08,-0.06,0.23,-0.3927939,0.6253359,-0.334443
1983-08-23,0.193,0.325,0.913,0.4,0.33,-0.27,0.15,-0.25,-0.11,-0.35,0.04,-0.05,0.2,-0.4834546,0.6510583,-0.5110198
1983-08-24,0.373,0.783,0.782,0.33,0.27,-0.21,0.13,-0.21,-0.1,-0.27,0.01,-0.03,0.16,-0.5911736,0.620127,-0.5849941
1983-08-25,0.648,0.978,0.556,0.27,0.21,-0.15,0.1,-0.16,-0.09,-0.2,-0.03,-0.02,0.13,-0.6200753,0.6118264,-0.5330759
1983-08-26,0.857,0.836,0.301,0.2,0.15,-0.09,0.07,-0.11,-0.08,-0.13,-0.06,-0.01,0.1,-0.6430991,0.6004307,-0.4893633
1983-08-27,0.919,0.771,-0.098,0.02,-0.05,0.02,-0.07,0.08,0.04,0.07,-0.04,-0.04,0.06,-0.644097,0.5947635,-0.4406283
1983-08-28,0.827,0.459,0.12,-0.16,-0.25,0.14,-0.2,0.26,0.16,0.28,-0.02,-0.07,0.02,-0.6338161,0.5567057,-0.5316013
1983-08-29,0.852,0.35,0.012,-0.34,-0.45,0.25,-0.34,0.45,0.28,0.48,0.01,-0.11,-0.02,-0.5118998,0.5077111,-0.5398299
1983-08-30,0.897,0.481,-0.197,-0.52,-0.65,0.37,-0.47,0.63,0.4,0.69,0.03,-0.14,-0.06,-0.5118254,0.40338,-0.6291038
1983-08-31,0.691,0.455,-0.445,-0.7,-0.85,0.48,-0.61,0.82,0.52,0.89,0.05,-0.17,-0.1,-0.5055014,0.3099783,-0.5610024
1983-09-01,0.525,0.646,-0.808,-0.89,-0.94,0.69,-0.58,0.86,0.45,1.04,-0.13,-0.03,-0.28,-0.4252374,0.2558006,-0.4313012
1983-09-02,0.339,1.25,-0.908,-1.08,-1.02,0.9,-0.55,0.9,0.38,1.2,-0.31,0.11,-0.46,-0.3099859,0.2657795,-0.3433332
1983-09-03,0.043,1.73,-1.025,-1.27,-1.11,1.1,-0.51,0.93,0.31,1.35,-0.48,0.24,-0.64,-0.1754566,0.2971252,-0.226475
1983-09-04,-0.112,1.853,-1.304,-1.46,-1.19,1.31,-0.48,0.97,0.24,1.51,-0.66,0.38,-0.82,-0.06795016,0.3646536,-0.1275292
1983-09-05,-0.417,1.405,-1.422,-1.65,-1.28,1.52,-0.45,1.01,0.17,1.66,-0.84,0.52,-1.0,-0.1714907,0.4826505,0.05239872
1983-09-06,-0.898,0.71,-1.557,-1.57,-1.16,1.47,-0.34,0.89,0.08,1.54,-0.85,0.57,-1.01,-0.4001721,0.5820737,0.04648636
1983-09-07,-1.102,0.242,-1.586,-1.5,-1.03,1.42,-0.24,0.76,-0.0,1.42,-0.86,0.62,-1.03,-0.5294854,0.5797148,-0.04899944
1983-09-08,-1.483,-0.36,-1.638,-1.42,-0.91,1.38,-0.13,0.64,-0.09,1.29,-0.87,0.66,-1.04,-0.5874863,0.6094913,-0.1567798
1983-09-09,-1.583,-0.744,-1.504,-1.35,-0.78,1.33,-0.03,0.51,-0.17,1.17,-0.88,0.71,-1.06,-0.6781872,0.5895545,-0.2873735
1983-09-10,-1.212,-0.549,-1.445,-1.27,-0.66,1.28,0.08,0.39,-0.26,1.05,-0.89,0.76,-1.07,-0.6353186,0.4640977,-0.2827213
1983-09-11,-0.718,-0.193,-1.485,-1.17,-0.48,1.24,0.24,0.21,-0.4,0.89,-0.95,0.85,-1.12,-0.4428225,0.3302452,-0.2673321
1983-09-12,-0.365,-0.113,-1.305,-1.07,-0.3,1.2,0.41,0.03,-0.54,0.74,-1.01,0.95,-1.16,-0.1729864,0.3177574,-0.1737908
1983-09-13,-0.522,0.034,-1.418,-0.98,-0.12,1.17,0.57,-0.14,-0.69,0.58,-1.06,1.04,-1.21,-0.009641864,0.3807222,-0.08030955
1983-09-14,-0.928,0.342,-1.406,-0.88,0.06,1.13,0.74,-0.32,-0.83,0.43,-1.12,1.14,-1.25,0.025768,0.3448157,-0.05707678
1983-09-15,-1.301,0.491,-1.444,-0.78,0.24,1.09,0.9,-0.5,-0.97,0.27,-1.18,1.23,-1.3,-0.02821559,0.2499764,-0.1241726
1983-09-16,-1.363,0.236,-1.408,-0.58,0.44,0.96,1.03,-0.68,-1.08,0.06,-1.18,1.25,-1.24,-0.1561664,0.2518874,-0.2589784
1983-09-17,-1.077,0.311,-1.103,-0.39,0.64,0.83,1.16,-0.86,-1.18,-0.15,-1.17,1.27,-1.18,-0.311068,0.2461803,-0.3826404
1983-09-18,-0.855,0.476,-0.81,-0.19,0.85,0.7,1.28,-1.05,-1.29,-0.37,-1.17,1.28,-1.11,-0.4291944,0.2278797,-0.4717182
1983-09-19,-0.447,0.597,-0.937,0.0,1.05,0.57,1.41,-1.23,-1.39,-0.58,-1.16,1.3,-1.05,-0.5060948,0.1808384,-0.5301017
1983-09-20,-0.078,0.705,-1.084,0.2,1.25,0.44,1.54,-1.41,-1.5,-0.79,-1.16,1.32,-0.99,-0.5471625,0.1344958,-0.5557068
1983-09-21,-0.19,0.351,-0.876,0.3,1.35,0.36,1.6,-1.5,-1.54,-0.91,-1.14,1.32,-0.95,-0.5512325,0.1120292,-0.5487484
1983-09-22,-0.389,-0.263,-0.65,0.41,1.46,0.28,1.66,-1.59,-1.59,-1.02,-1.12,1.32,-0.92,-0.5429129,0.1038869,-0.5429441
1983-09-23,-0.029,-0.253,-0.455,0.51,1.56,0.19,1.71,-1.68,-1.63,-1.14,-1.11,1.31,-0.88,-0.5322863,0.1144573,-0.5301197
1983-09-24,0.533,0.591,0.269,0.62,1.67,0.11,1.77,-1.77,-1.68,-1.25,-1.09,1.31,-0.85,-0.5191783,0.1290693,-0.5134459
1983-09-25,0.179,1.005,1.003,0.72,1.77,0.03,1.83,-1.86,-1.72,-1.37,-1.07,1.31,-0.81,-0.5115661,0.1303694,-0.5034283
1983-09-26,-0.041,0.633,0.81,0.75,1.68,-0.04,1.69,-1.75,-1.59,-1.33,-0.96,1.17,-0.69,-0.6006945,-0.2576019,-0.7666697
1983-09-27,-0.234,-0.258,0.095,0.77,1.59,-0.11,1.55,-1.64,-1.46,-1.29,-0.85,1.03,-0.56,-0.6582275,-0.2201992,-0.7493461
1983-09-28,-0.64,-1.456,0.117,0.8,1.49,-0.19,1.41,-1.52,-1.32,-1.24,-0.74,0.89,-0.44,-0.925478,-0.2347635,-0.8667031
1983-09-29,-0.934,-2.37,1.1,0.82,1.4,-0.26,1.27,-1.41,-1.19,-1.2,-0.63,0.75,-0.31,-0.9900671,-0.2922371,-0.9105062
1983-09-30,-1.063,-2.223,1.514,0.85,1.31,-0.33,1.13,-1.3,-1.06,-1.16,-0.52,0.61,-0.19,-1.111333,-0.2487008,-0.9237202
1983-10-01,-0.752,-1.076,-0.966,0.85,1.3,-0.35,1.12,-1.29,-1.03,-1.16,-0.49,0.59,-0.18,-1.302553,-0.2371797,-0.9432311
1983-10-02,-0.434,0.279,-1.396,0.85,1.29,-0.36,1.1,-1.27,-1.01,-1.16,-0.45,0.57,-0.17,-1.346067,-0.3279258,-1.013972
1983-10-03,-0.044,1.294,-1.738,0.85,1.28,-0.38,1.09,-1.26,-0.98,-1.16,-0.42,0.56,-0.15,-1.269215,-0.4920962,-1.131116
1983-10-04,0.315,1.511,-2.152,0.85,1.27,-0.39,1.07,-1.24,-0.96,-1.16,-0.38,0.54,-0.14,-1.134228,-0.5850326,-1.122479
1983-10-05,0.313,2.244,-2.465,0.85,1.26,-0.41,1.06,-1.23,-0.93,-1.16,-0.35,0.52,-0.13,-0.8883739,-0.6066638,-1.090411
1983-10-06,0.064,2.663,-2.771,0.87,1.17,-0.47,0.92,-1.11,-0.8,-1.11,-0.24,0.39,-0.01,-0.759908,-0.6389927,-1.09385
1983-10-07,0.053,2.346,-2.335,0.89,1.07,-0.53,0.78,-0.99,-0.66,-1.06,-0.13,0.26,0.11,-0.7740117,-0.5672188,-0.9936757
1983-10-08,0.33,1.682,-1.345,0.9,0.98,-0.6,0.65,-0.88,-0.53,-1.0,-0.02,0.12,0.23,-0.7908201,-0.4724637,-0.9198766
1983-10-09,0.507,1.078,-0.95,0.92,0.88,-0.66,0.51,-0.76,-0.39,-0.95,0.09,-0.01,0.35,-0.9330971,-0.3602038,-0.8975783
1983-10-10,0.419,0.844,-0.955,0.94,0.79,-0.72,0.37,-0.64,-0.26,-0.9,0.2,-0.14,0.47,-0.9462755,-0.2613162,-0.8058056
1983-10-11,0.109,0.803,-0.743,0.63,0.53,-0.46,0.26,-0.43,-0.19,-0.59,0.09,-0.08,0.31,-0.8707306,-0.1445569,-0.772471
1983-10-12,-0.142,0.598,-0.059,0.33,0.28,-0.21,0.14,-0.22,-0.13,-0.28,-0.02,-0.02,0.15,-0.738652,-0.1895061,-0.819411
1983-10-13,0.18,0.602,0.204,0.02,0.02,0.05,0.03,-0.01,-0.06,0.02,-0.12,0.05,-0.0,-0.5944814,-0.1836339,-0.7978885
1983-10-14,0.356,0.64,-0.076,-0.28,-0.23,0.3,-0.09,0.2,0.0,0.33,-0.23,0.11,-0.16,-0.5927235,-0.1229852,-0.7279828
1983-10-15,0.172,-0.005,-0.279,-0.59,-0.49,0.56,-0.2,0.41,0.07,0.64,-0.34,0.17,-0.32,-0.62846,-0.1079062,-0.7376869
1983-10-16,0.305,-0.304,-0.324,-0.72,-0.38,0.78,0.05,0.24,-0.19,0.64,-0.62,0.47,-0.61,-0.7214298,-0.06644578,-0.692535
1983-10-17,0.591,-0.016,-0.123,-0.85,-0.27,1.0,0.3,0.06,-0.46,0.64,-0.9,0.77,-0.9,-0.8080161,-0.0151263,-0.661918
1983-10-18,0.815,0.228,0.391,-0.97,-0.15,1.22,0.55,-0.11,-0.72,0.64,-1.19,1.06,-1.19,-1.022705,-0.02636482,-0.6916466
1983-10-19,0.697,0.347,0.802,-1.1,-0.04,1.44,0.8,-0.29,-0.99,0.64,-1.47,1.36,-1.48,-1.110308,-0.1038483,-0.7669768
1983-10-20,0.412,0.428,1.035,-1.23,0.07,1.66,1.05,-0.46,-1.25,0.64,-1.75,1.66,-1.77,-1.213,-0.1769771,-0.8313988
1983-10-21,0.26,0.681,1.087,-0.86,0.32,1.32,1.11,-0.65,-1.25,0.3,-1.55,1.51,-1.52,-1.197858,-0.2794259,-0.8849828
1983-10-22,0.127,1.409,0.934,-0.49,0.57,0.97,1.16,-0.83,-1.25,-0.04,-1.35,1.36,-1.27,-1.129962,-0.4398986,-0.9281886
